quote_date,description,item_id,price
1997-02-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,33.283427766077736
1997-02-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,17.969618105555554
1997-02-01,MEN'S TIE,510419,8.826153786153846
1997-02-01,MENS JACKET/COAT,510104,54.86190671016949
1997-02-01,MENS SHOE FORMAL STYLE,510501,40.372836620363636
1997-02-01,MENS SOCKS 1 PAIR,510413,3.3705964787017546
1997-03-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,32.69665462794118
1997-03-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,18.172852176056338
1997-03-01,MEN'S TIE,510419,8.77392990155642
1997-03-01,MENS JACKET/COAT,510104,57.3779831420168
1997-03-01,MENS SHOE FORMAL STYLE,510501,41.22007299781818
1997-03-01,MENS SOCKS 1 PAIR,510413,3.2839788645070422
1997-04-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,32.80767696565656
1997-04-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,18.326849360958903
1997-04-01,MEN'S TIE,510419,9.738880560074627
1997-04-01,MENS JACKET/COAT,510104,57.30122513675889
1997-04-01,MENS SHOE FORMAL STYLE,510501,40.357421822996514
1997-04-01,MENS SOCKS 1 PAIR,510413,3.321358874216028
1997-05-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,34.0678984840678
1997-05-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,18.575448554817275
1997-05-01,MEN'S TIE,510419,9.724145417454546
1997-05-01,MENS JACKET/COAT,510104,58.991948349999994
1997-05-01,MENS SHOE FORMAL STYLE,510501,40.80636390774411
1997-05-01,MENS SOCKS 1 PAIR,510413,3.28047456779661
1997-06-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,33.911059767549666
1997-06-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,18.174246610958903
1997-06-01,MEN'S TIE,510419,9.40106613492647
1997-06-01,MENS JACKET/COAT,510104,57.96773026595744
1997-06-01,MENS SHOE FORMAL STYLE,510501,41.0017528604811
1997-06-01,MENS SOCKS 1 PAIR,510413,3.247056849498328
1997-07-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,31.918942159726964
1997-07-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,17.134929597887325
1997-07-01,MEN'S TIE,510419,9.368876370411986
1997-07-01,MENS JACKET/COAT,510104,50.13814215810277
1997-07-01,MENS SHOE FORMAL STYLE,510501,39.73722832491228
1997-07-01,MENS SOCKS 1 PAIR,510413,3.1762289487542086
1997-08-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,32.8464015633218
1997-08-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,17.69545129169675
1997-08-01,MEN'S TIE,510419,9.337175537404582
1997-08-01,MENS JACKET/COAT,510104,52.62435281176471
1997-08-01,MENS SHOE FORMAL STYLE,510501,40.2714239918644
1997-08-01,MENS SOCKS 1 PAIR,510413,3.1884300270648462
1997-09-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,33.69509951192053
1997-09-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,18.325342512328767
1997-09-01,MEN'S TIE,510419,9.43830185509434
1997-09-01,MENS JACKET/COAT,510104,58.85274424511278
1997-09-01,MENS SHOE FORMAL STYLE,510501,40.983469634693876
1997-09-01,MENS SOCKS 1 PAIR,510413,3.2797288065084746
1997-10-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,33.81775185771812
1997-10-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,18.0450173733564
1997-10-01,MEN'S TIE,510419,9.736037006296296
1997-10-01,MENS JACKET/COAT,510104,59.938876361048685
1997-10-01,MENS SHOE FORMAL STYLE,510501,41.387596050871075
1997-10-01,MENS SOCKS 1 PAIR,510413,3.3413333248
1997-11-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,34.68919483422819
1997-11-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,18.516508536949154
1997-11-01,MEN'S TIE,510419,10.11049239848485
1997-11-01,MENS JACKET/COAT,510104,61.28496447304965
1997-11-01,MENS SHOE FORMAL STYLE,510501,41.75234135317726
1997-11-01,MENS SOCKS 1 PAIR,510413,3.3900336626599326
1997-12-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,34.93415563378378
1997-12-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,18.75081638435374
1997-12-01,MEN'S TIE,510419,10.280735269117647
1997-12-01,MENS JACKET/COAT,510104,63.896219044522965
1997-12-01,MENS SHOE FORMAL STYLE,510501,42.102404420209055
1997-12-01,MENS SOCKS 1 PAIR,510413,3.3454237230847457
1998-01-01,MEN'S FORMAL RDY-MADE TROUSERS,510117,32.210833531944445
1998-01-01,MEN'S FORMAL SHIRT-LONG SLEEVE,510109,17.529680889716314
1998-01-01,MEN'S TIE,510419,9.516177583011583
1998-01-01,MENS JACKET/COAT,510104,55.25482762681992
1998-01-01,MENS SHOE FORMAL STYLE,510501,40.868426774825174
1998-01-01,MENS SOCKS 1 PAIR,510413,3.2299310256551723
