STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
21,95,Harlan,Kentucky,26831,36.866097,-83.2338
21,97,Harrison,Kentucky,18692,38.414072,-84.314294
21,99,Hart,Kentucky,19288,37.280435,-85.88777
21,101,Henderson,Kentucky,44793,37.817983,-87.564508
21,103,Henry,Kentucky,15678,38.4314,-85.180752
21,105,Hickman,Kentucky,4521,36.664413,-88.956556
21,107,Hopkins,Kentucky,45423,37.308856,-87.52201
21,109,Jackson,Kentucky,12955,37.400575,-83.992381
21,111,Jefferson,Kentucky,782969,38.201451,-85.686227
21,113,Jessamine,Kentucky,52991,37.886869,-84.585371
21,115,Johnson,Kentucky,22680,37.830575,-82.817074
21,117,Kenton,Kentucky,169064,39.011065,-84.549073
21,119,Knott,Kentucky,14251,37.328988,-82.942351
21,121,Knox,Kentucky,30193,36.902733,-83.921054
21,123,Larue,Kentucky,14867,37.542807,-85.723159
21,125,Laurel,Kentucky,62613,37.091997,-84.087505
21,127,Lawrence,Kentucky,16293,38.081027,-82.677508
21,129,Lee,Kentucky,7395,37.590698,-83.702693
21,131,Leslie,Kentucky,10513,37.115702,-83.376004
21,133,Letcher,Kentucky,21548,37.146816,-82.807202
21,135,Lewis,Kentucky,13080,38.564104,-83.350474
21,137,Lincoln,Kentucky,24275,37.473364,-84.670402
21,139,Livingston,Kentucky,8888,37.133064,-88.351386
21,141,Logan,Kentucky,27432,36.859958,-86.862831
21,143,Lyon,Kentucky,8680,37.065485,-88.079475
21,145,McCracken,Kentucky,67875,37.0493,-88.649871
21,147,McCreary,Kentucky,16888,36.713019,-84.447417
21,149,McLean,Kentucky,9152,37.51554,-87.221398
21,151,Madison,Kentucky,92701,37.70685,-84.286707
21,153,Magoffin,Kentucky,11637,37.733397,-83.057067
21,155,Marion,Kentucky,19581,37.570127,-85.28442
21,157,Marshall,Kentucky,31659,36.897003,-88.34
21,159,Martin,Kentucky,11287,37.835468,-82.516965
21,161,Mason,Kentucky,17120,38.616511,-83.789096
21,163,Meade,Kentucky,30003,37.934417,-86.134606
21,165,Menifee,Kentucky,6113,37.945275,-83.595979
21,167,Mercer,Kentucky,22641,37.785035,-84.84891
21,169,Metcalfe,Kentucky,10286,36.990976,-85.64095
21,171,Monroe,Kentucky,11338,36.707799,-85.723364
21,173,Montgomery,Kentucky,28114,38.037988,-83.918227
21,175,Morgan,Kentucky,13726,37.914473,-83.268972
21,177,Muhlenberg,Kentucky,30928,37.238076,-87.146244
21,179,Nelson,Kentucky,46738,37.820783,-85.4595
21,181,Nicholas,Kentucky,7537,38.324558,-84.022987
21,183,Ohio,Kentucky,23772,37.464465,-86.864757
21,185,Oldham,Kentucky,67607,38.372614,-85.459227
21,187,Owen,Kentucky,11278,38.530989,-84.831041
21,189,Owsley,Kentucky,4051,37.45244,-83.68482
21,191,Pendleton,Kentucky,14644,38.715312,-84.359242
21,193,Perry,Kentucky,28473,37.258818,-83.200329
21,195,Pike,Kentucky,58669,37.463914,-82.427235
21,197,Powell,Kentucky,13129,37.850736,-83.880539
21,199,Pulaski,Kentucky,65034,37.092197,-84.614379
21,201,Robertson,Kentucky,2193,38.520923,-84.051005
21,203,Rockcastle,Kentucky,16037,37.380897,-84.351176
21,205,Rowan,Kentucky,24662,38.194754,-83.444323
21,207,Russell,Kentucky,17991,37.030799,-85.058512
21,209,Scott,Kentucky,57155,38.230636,-84.568282
21,211,Shelby,Kentucky,48065,38.212966,-85.232221
21,213,Simpson,Kentucky,19594,36.732484,-86.571947
21,215,Spencer,Kentucky,19490,38.06313,-85.350311
21,217,Taylor,Kentucky,26023,37.350286,-85.342524
21,219,Todd,Kentucky,12243,36.812095,-87.173233
21,221,Trigg,Kentucky,14061,36.845549,-87.834907
21,223,Trimble,Kentucky,8474,38.61932,-85.33207
21,225,Union,Kentucky,13668,37.652277,-87.929907
21,227,Warren,Kentucky,134554,36.966984,-86.435814
21,229,Washington,Kentucky,12027,37.738166,-85.192752
21,231,Wayne,Kentucky,19555,36.838184,-84.845965
21,233,Webster,Kentucky,13017,37.502386,-87.68192
21,235,Whitley,Kentucky,36712,36.814087,-84.141533
21,237,Wolfe,Kentucky,6562,37.739826,-83.509721
21,239,Woodford,Kentucky,26871,38.048373,-84.726705
22,1,Acadia,Louisiana,57576,30.281563,-92.350979
22,3,Allen,Louisiana,22750,30.669442,-92.779523
22,5,Ascension,Louisiana,126500,30.254386,-90.934071
22,7,Assumption,Louisiana,21039,29.921462,-91.065832
22,9,Avoyelles,Louisiana,39693,31.057263,-92.067528
22,11,Beauregard,Louisiana,36549,30.723548,-93.282544
22,13,Bienville,Louisiana,12981,32.384335,-93.079008
22,15,Bossier,Louisiana,128746,32.560816,-93.659046
22,17,Caddo,Louisiana,237848,32.468933,-93.799166
22,19,Calcasieu,Louisiana,216785,30.225067,-93.257749
22,21,Caldwell,Louisiana,9645,32.073032,-92.104629
22,23,Cameron,Louisiana,5617,29.957136,-93.210852
22,25,Catahoula,Louisiana,8906,31.694978,-91.820047
22,27,Claiborne,Louisiana,14170,32.826371,-93.033201
22,29,Concordia,Louisiana,18687,31.592181,-91.54632
22,31,De Soto,Louisiana,26812,32.121308,-93.778274
22,33,East Baton Rouge,Louisiana,456781,30.460289,-91.100064
22,35,East Carroll,Louisiana,7459,32.761788,-91.184557
22,37,East Feliciana,Louisiana,19539,30.820502,-91.090607
22,39,Evangeline,Louisiana,32350,30.690294,-92.361575
22,41,Franklin,Louisiana,19774,32.147658,-91.695666
22,43,Grant,Louisiana,22169,31.530198,-92.538082
22,45,Iberia,Louisiana,69929,29.994242,-91.80964
22,47,Iberville,Louisiana,30241,30.271035,-91.232013
22,49,Jackson,Louisiana,15031,32.283184,-92.643112
22,51,Jefferson,Louisiana,440781,29.945816,-90.152287
22,53,Jefferson Davis,Louisiana,32250,30.241059,-92.746247
22,55,Lafayette,Louisiana,241753,30.198103,-92.042199
22,57,Lafourche,Louisiana,97557,29.690273,-90.63396
22,59,LaSalle,Louisiana,14791,31.726006,-92.16954
22,61,Lincoln,Louisiana,48396,32.54964,-92.645045
22,63,Livingston,Louisiana,142282,30.48237,-90.843081
22,65,Madison,Louisiana,10017,32.397655,-91.197847
22,67,Morehouse,Louisiana,25629,32.785896,-91.8883
22,69,Natchitoches,Louisiana,37515,31.757091,-93.097411
22,71,Orleans,Louisiana,383997,29.975765,-90.05295
22,73,Ouachita,Louisiana,160368,32.516411,-92.131922
22,75,Plaquemines,Louisiana,23515,29.725872,-89.903288
22,77,Pointe Coupee,Louisiana,20758,30.664814,-91.4947
22,79,Rapides,Louisiana,130023,31.286365,-92.455373
22,81,Red River,Louisiana,7620,32.054844,-93.305191
22,83,Richland,Louisiana,20043,32.440206,-91.718715
22,85,Sabine,Louisiana,22155,31.578134,-93.564477
22,87,St. Bernard,Louisiana,43764,29.930597,-89.937239
22,89,St. Charles,Louisiana,52549,29.938265,-90.376212
22,91,St. Helena,Louisiana,10920,30.786666,-90.693517
22,93,St. James,Louisiana,20192,30.020844,-90.736618
22,95,St. John the Baptist,Louisiana,42477,30.072182,-90.511201
22,97,St. Landry,Louisiana,82540,30.510054,-92.112737
22,99,St. Martin,Louisiana,51767,30.231079,-91.83735
22,101,St. Mary,Louisiana,49406,29.738031,-91.339006
22,103,St. Tammany,Louisiana,264570,30.386943,-89.961836
22,105,Tangipahoa,Louisiana,133157,30.561076,-90.449002
22,107,Tensas,Louisiana,4147,31.960595,-91.298951
22,109,Terrebonne,Louisiana,109580,29.596256,-90.725647
22,111,Union,Louisiana,21107,32.788831,-92.398543
22,113,Vermilion,Louisiana,57359,29.998731,-92.161801
22,115,Vernon,Louisiana,48750,31.09456,-93.24714
22,117,Washington,Louisiana,45463,30.839568,-90.004103
22,119,Webster,Louisiana,36967,32.699031,-93.338052
22,121,West Baton Rouge,Louisiana,27199,30.436753,-91.266575
22,123,West Carroll,Louisiana,9751,32.827035,-91.427421
22,125,West Feliciana,Louisiana,15310,30.888343,-91.442588
22,127,Winn,Louisiana,13755,31.930579,-92.67791
23,1,Androscoggin,Maine,111139,44.117226,-70.202081
23,3,Aroostook,Maine,67105,46.701279,-68.088411
23,5,Cumberland,Maine,303069,43.746359,-70.305033
23,7,Franklin,Maine,29456,44.707406,-70.225872
23,9,Hancock,Maine,55478,44.471045,-68.468176
23,11,Kennebec,Maine,123642,44.395615,-69.748924
23,13,Knox,Maine,40607,44.132937,-69.161632
23,15,Lincoln,Maine,35237,44.034295,-69.553445
23,17,Oxford,Maine,57777,44.279251,-70.614092
23,19,Penobscot,Maine,152199,44.944506,-68.797457
23,21,Piscataquis,Maine,16800,45.242664,-69.256031
23,23,Sagadahoc,Maine,36699,43.956844,-69.871506
23,25,Somerset,Maine,50477,44.820189,-69.685098
23,27,Waldo,Maine,39607,44.490051,-69.086158
23,29,Washington,Maine,31095,44.861852,-67.46595
23,31,York,Maine,211972,43.422532,-70.64015
24,1,Allegany,Maryland,68106,39.628458,-78.820665
24,3,Anne Arundel,Maryland,588261,39.071038,-76.604417
24,5,Baltimore,Maryland,854535,39.368834,-76.620325
24,9,Calvert,Maryland,92783,38.551108,-76.54407
24,11,Caroline,Maryland,33293,38.873476,-75.830203
24,13,Carroll,Maryland,172891,39.526206,-76.993056
24,15,Cecil,Maryland,103725,39.614177,-75.936285
24,17,Charles,Maryland,166617,38.58147,-76.951519
24,19,Dorchester,Maryland,32531,38.571271,-76.011658
24,21,Frederick,Maryland,271717,39.427679,-77.400605
24,23,Garrett,Maryland,28806,39.51324,-79.305826
24,25,Harford,Maryland,260924,39.520613,-76.309261
24,27,Howard,Maryland,332317,39.217658,-76.854298
24,29,Kent,Maryland,19198,39.244676,-76.05767
24,31,Montgomery,Maryland,1062061,39.087069,-77.124126
24,33,Prince George's,Maryland,967201,38.909313,-76.888689
24,35,Queen Anne's,Maryland,49874,39.021381,-76.149985
24,37,St. Mary's,Maryland,113777,38.307223,-76.577954
24,39,Somerset,Maryland,24620,38.13306,-75.742151
24,41,Talbot,Maryland,37526,38.7685,-76.098027
24,43,Washington,Maryland,154705,39.618688,-77.73148
24,45,Wicomico,Maryland,103588,38.372255,-75.593756
24,47,Worcester,Maryland,52460,38.30361,-75.234513
24,510,Baltimore,Maryland,585708,39.314378,-76.618104
25,1,Barnstable,Massachusetts,228996,41.692343,-70.328659
25,3,Berkshire,Massachusetts,129026,42.456888,-73.218336
25,5,Bristol,Massachusetts,579200,41.794278,-71.109451
25,7,Dukes,Massachusetts,20600,41.419712,-70.60331
25,9,Essex,Massachusetts,809829,42.625306,-70.991432
25,11,Franklin,Massachusetts,71029,42.578152,-72.559152
25,13,Hampden,Massachusetts,465825,42.125554,-72.574333
25,15,Hampshire,Massachusetts,162308,42.312741,-72.572165
25,17,Middlesex,Massachusetts,1632002,42.447845,-71.254598
25,19,Nantucket,Massachusetts,14255,41.267216,-70.089225
25,21,Norfolk,Massachusetts,725981,42.202442,-71.146359
25,23,Plymouth,Massachusetts,530819,42.023677,-70.855576
25,25,Suffolk,Massachusetts,797936,42.336102,-71.077148
25,27,Worcester,Massachusetts,862111,42.303377,-71.802715
26,1,Alcona,Michigan,10167,44.668106,-83.46556
26,3,Alger,Michigan,8842,46.384467,-86.711752
26,5,Allegan,Michigan,120502,42.608445,-85.871027
26,7,Alpena,Michigan,28907,45.050588,-83.502895
26,9,Antrim,Michigan,23431,44.978317,-85.198554
26,11,Arenac,Michigan,15002,44.044452,-83.884489
26,13,Baraga,Michigan,8158,46.766517,-88.450012
26,15,Barry,Michigan,62423,42.618511,-85.349392
26,17,Bay,Michigan,103856,43.629992,-83.929196
26,19,Benzie,Michigan,17970,44.651834,-86.011382
26,21,Berrien,Michigan,154316,41.985704,-86.406377
26,23,Branch,Michigan,44862,41.929177,-85.030705
26,25,Calhoun,Michigan,134310,42.289631,-85.106049
26,27,Cass,Michigan,51589,41.892277,-86.040504
26,29,Charlevoix,Michigan,26054,45.244536,-85.11101
26,31,Cheboygan,Michigan,25579,45.511041,-84.52108
26,33,Chippewa,Michigan,36785,46.365585,-84.396326
26,35,Clare,Michigan,30856,43.944384,-84.825685
26,37,Clinton,Michigan,79128,42.886259,-84.55428
26,39,Crawford,Michigan,12988,44.657052,-84.668957
26,41,Delta,Michigan,36903,45.801912,-87.065752
26,43,Dickinson,Michigan,25947,45.832994,-88.014029
26,45,Eaton,Michigan,109175,42.645094,-84.739621
26,47,Emmet,Michigan,34112,45.432042,-84.910442
26,49,Genesee,Michigan,406211,43.002399,-83.693809
26,51,Gladwin,Michigan,25386,43.968003,-84.439806
26,53,Gogebic,Michigan,14380,46.446365,-89.992958
26,55,Grand Traverse,Michigan,95238,44.713441,-85.613028
26,57,Gratiot,Michigan,41761,43.34413,-84.631259
26,59,Hillsdale,Michigan,45746,41.916883,-84.605231
26,61,Houghton,Michigan,37361,47.127331,-88.54177
26,63,Huron,Michigan,31407,43.832366,-83.063027
26,65,Ingham,Michigan,284900,42.688382,-84.486253
26,67,Ionia,Michigan,66804,42.957003,-85.086727
26,69,Iosco,Michigan,25237,44.357042,-83.532361
26,71,Iron,Michigan,11631,46.099565,-88.53764
26,73,Isabella,Michigan,64394,43.608534,-84.80345
26,75,Jackson,Michigan,160366,42.241802,-84.406618
26,77,Kalamazoo,Michigan,261670,42.262549,-85.586372
26,79,Kalkaska,Michigan,17939,44.720582,-85.164963
26,81,Kent,Michigan,657974,42.961776,-85.625638
26,83,Keweenaw,Michigan,2046,47.336126,-88.289269
26,85,Lake,Michigan,12096,43.95721,-85.799431
26,87,Lapeer,Michigan,88619,43.058194,-83.249396
26,89,Leelanau,Michigan,22301,44.906992,-85.730072
26,91,Lenawee,Michigan,99423,41.926112,-84.052777
26,93,Livingston,Michigan,193866,42.575026,-83.856466
26,95,Luce,Michigan,5339,46.335663,-85.56135
26,97,Mackinac,Michigan,10834,45.997314,-84.881331
26,99,Macomb,Michigan,881217,42.589118,-82.957895
26,101,Manistee,Michigan,25032,44.306321,-86.185294
26,103,Marquette,Michigan,66017,46.486717,-87.492759
26,105,Mason,Michigan,29052,43.97455,-86.346719
26,107,Mecosta,Michigan,39714,43.650863,-85.382191
26,109,Menominee,Michigan,23502,45.342064,-87.579801
26,111,Midland,Michigan,83494,43.643318,-84.296349
26,113,Missaukee,Michigan,15052,44.307677,-85.179858
26,115,Monroe,Michigan,154809,41.901664,-83.486421
26,117,Montcalm,Michigan,66614,43.283564,-85.172737
26,119,Montmorency,Michigan,9153,44.997449,-84.12591
26,121,Muskegon,Michigan,175824,43.243847,-86.214941
26,123,Newaygo,Michigan,49978,43.466224,-85.811272
26,125,Oakland,Michigan,1274395,42.586862,-83.314039
26,127,Oceana,Michigan,26659,43.632662,-86.305778
26,129,Ogemaw,Michigan,20770,44.286618,-84.127345
26,131,Ontonagon,Michigan,5816,46.718929,-89.288199
26,133,Osceola,Michigan,22891,43.965434,-85.357843
26,135,Oscoda,Michigan,8219,44.701471,-84.14837
26,137,Otsego,Michigan,25091,45.006949,-84.666769
26,139,Ottawa,Michigan,296200,42.911054,-86.015862
26,141,Presque Isle,Michigan,12982,45.356976,-83.868249
26,143,Roscommon,Michigan,23459,44.364342,-84.650133
26,145,Saginaw,Michigan,190124,43.399088,-83.996446
26,147,St. Clair,Michigan,160383,42.912215,-82.563457
26,149,St. Joseph,Michigan,60939,41.887521,-85.526887
26,151,Sanilac,Michigan,40611,43.365189,-82.782963
26,153,Schoolcraft,Michigan,8047,46.006087,-86.226826
26,155,Shiawassee,Michigan,68094,42.942704,-84.147876
26,157,Tuscola,Michigan,53323,43.429916,-83.433939
26,159,Van Buren,Michigan,75587,42.260186,-86.001338
26,161,Washtenaw,Michigan,372258,42.257602,-83.726939
26,163,Wayne,Michigan,1793561,42.329477,-83.226321
26,165,Wexford,Michigan,33673,44.309686,-85.486553
27,1,Aitkin,Minnesota,15697,46.570797,-93.52998
27,3,Anoka,Minnesota,363887,45.195033,-93.269315
27,5,Becker,Minnesota,35183,46.846984,-95.781108
27,7,Beltrami,Minnesota,46228,47.585267,-94.86333
27,9,Benton,Minnesota,41379,45.634664,-94.10435
27,11,Big Stone,Minnesota,5166,45.395362,-96.446286
27,13,Blue Earth,Minnesota,69112,44.133623,-93.994417
27,15,Brown,Minnesota,25912,44.285144,-94.59176
27,17,Carlton,Minnesota,36207,46.644206,-92.532283
27,19,Carver,Minnesota,106922,44.836919,-93.679267
27,21,Cass,Minnesota,30066,46.817725,-94.417932
27,23,Chippewa,Minnesota,12598,44.961846,-95.618298
27,25,Chisago,Minnesota,56621,45.452093,-92.924032
27,27,Clay,Minnesota,65318,46.855003,-96.673903
27,29,Clearwater,Minnesota,8524,47.559971,-95.388788
27,31,Cook,Minnesota,5600,47.790102,-90.339448
27,33,Cottonwood,Minnesota,11517,43.938574,-95.120928
27,35,Crow Wing,Minnesota,66123,46.430863,-94.162322
27,37,Dakota,Minnesota,439882,44.763244,-93.154642
27,39,Dodge,Minnesota,20867,44.030082,-92.805954
27,41,Douglas,Minnesota,39006,45.907933,-95.389465
27,43,Faribault,Minnesota,13921,43.682751,-93.954993
27,45,Fillmore,Minnesota,21228,43.696271,-92.081754
27,47,Freeborn,Minnesota,30895,43.662772,-93.361666
27,49,Goodhue,Minnesota,47582,44.446353,-92.66657
27,51,Grant,Minnesota,6074,45.948536,-95.931474
27,53,Hennepin,Minnesota,1281565,44.976697,-93.361233
27,55,Houston,Minnesota,18843,43.720423,-91.438661
27,57,Hubbard,Minnesota,21344,47.058441,-94.933356
27,59,Isanti,Minnesota,41135,45.542718,-93.259775
27,61,Itasca,Minnesota,45014,47.315009,-93.521135
27,63,Jackson,Minnesota,9989,43.66536,-95.109576
27,65,Kanabec,Minnesota,16032,45.885216,-93.297994
27,67,Kandiyohi,Minnesota,43732,45.154628,-95.017492
27,69,Kittson,Minnesota,4207,48.729252,-96.77663
27,71,Koochiching,Minnesota,12062,48.510977,-93.489801
27,73,Lac qui Parle,Minnesota,6719,44.982404,-96.130868
27,75,Lake,Minnesota,10905,47.186485,-91.560751
27,77,Lake of the Woods,Minnesota,3763,48.769541,-94.744612
27,79,Le Sueur,Minnesota,28674,44.39681,-93.716142
27,81,Lincoln,Minnesota,5640,44.373948,-96.252306
27,83,Lyon,Minnesota,25269,44.428528,-95.796682
27,85,McLeod,Minnesota,36771,44.85967,-94.264775
27,87,Mahnomen,Minnesota,5411,47.300158,-95.837513
27,89,Marshall,Minnesota,9040,48.306927,-96.530084
27,91,Martin,Minnesota,20025,43.665559,-94.50935
27,93,Meeker,Minnesota,23400,45.136287,-94.481246
27,95,Mille Lacs,Minnesota,26459,45.790781,-93.623033
27,97,Morrison,Minnesota,34010,45.984633,-94.329081
27,99,Mower,Minnesota,40029,43.665401,-92.901937
27,101,Murray,Minnesota,8179,43.982392,-95.740801
27,103,Nicollet,Minnesota,34454,44.265352,-94.058378
27,105,Nobles,Minnesota,22290,43.635008,-95.663888
27,107,Norman,Minnesota,6441,47.308519,-96.484363
27,109,Olmsted,Minnesota,162847,44.024514,-92.476238
27,111,Otter Tail,Minnesota,60081,46.408729,-95.789225
27,113,Pennington,Minnesota,13992,48.102851,-96.147968
27,115,Pine,Minnesota,28876,46.030418,-92.894181
27,117,Pipestone,Minnesota,9424,43.980739,-96.268335
27,119,Polk,Minnesota,31192,47.783873,-96.562798
27,121,Pope,Minnesota,11308,45.630228,-95.439435
27,123,Ramsey,Minnesota,552352,44.99291,-93.10565
27,125,Red Lake,Minnesota,3935,47.875652,-96.132058
27,127,Redwood,Minnesota,15425,44.440045,-95.189914
27,129,Renville,Minnesota,14723,44.721227,-94.942285
27,131,Rice,Minnesota,67097,44.372673,-93.26165
27,133,Rock,Minnesota,9704,43.648084,-96.237081
27,135,Roseau,Minnesota,15331,48.82443,-95.646717
27,137,St. Louis,Minnesota,200231,47.078425,-92.307366
27,139,Scott,Minnesota,150928,44.714553,-93.466447
27,141,Sherburne,Minnesota,97183,45.402446,-93.718866
27,143,Sibley,Minnesota,14836,44.58252,-94.165538
27,145,Stearns,Minnesota,158292,45.559158,-94.355044
27,147,Steele,Minnesota,37406,44.06586,-93.214616
27,149,Stevens,Minnesota,9671,45.577955,-95.921798
27,151,Swift,Minnesota,9838,45.272889,-95.637582
27,153,Todd,Minnesota,25262,46.065805,-94.889142
27,155,Traverse,Minnesota,3360,45.751962,-96.547312
27,157,Wabasha,Minnesota,21387,44.298281,-92.21876
27,159,Wadena,Minnesota,14065,46.52738,-95.044753
27,161,Waseca,Minnesota,18968,44.062525,-93.551329
27,163,Washington,Minnesota,267568,44.985726,-92.921431
27,165,Watonwan,Minnesota,11253,43.992768,-94.58359
27,167,Wilkin,Minnesota,6506,46.316429,-96.525623
27,169,Winona,Minnesota,49671,44.023673,-91.718459
27,171,Wright,Minnesota,141337,45.199091,-93.818147
27,173,Yellow Medicine,Minnesota,9528,44.737396,-95.830115
28,1,Adams,Mississippi,29538,31.545814,-91.35434
28,3,Alcorn,Mississippi,34740,34.909527,-88.529805
28,5,Amite,Mississippi,12720,31.187109,-90.807611
28,7,Attala,Mississippi,17889,33.065276,-89.589172
28,9,Benton,Mississippi,7646,34.813848,-89.203932
28,11,Bolivar,Mississippi,30985,33.771865,-90.768825
28,13,Calhoun,Mississippi,13266,33.930069,-89.309537
28,15,Carroll,Mississippi,9998,33.46177,-89.919301
28,17,Chickasaw,Mississippi,17106,33.93085,-88.93891
28,19,Choctaw,Mississippi,8246,33.339222,-89.234179
28,21,Claiborne,Mississippi,9135,31.931505,-90.950731
28,23,Clarke,Mississippi,15615,32.067249,-88.731696
28,25,Clay,Mississippi,18636,33.624883,-88.693
28,27,Coahoma,Mississippi,21390,34.220105,-90.57036
28,29,Copiah,Mississippi,28368,31.893381,-90.378623
28,31,Covington,Mississippi,18340,31.634654,-89.546964
28,33,DeSoto,Mississippi,185314,34.927389,-89.949653
28,35,Forrest,Mississippi,78158,31.309279,-89.287954
28,37,Franklin,Mississippi,7675,31.471678,-90.866734
28,39,George,Mississippi,24350,30.868417,-88.590917
28,41,Greene,Mississippi,13530,31.195402,-88.629422
28,43,Grenada,Mississippi,21629,33.76756,-89.803438
28,45,Hancock,Mississippi,46053,30.379142,-89.404092
28,47,Harrison,Mississippi,208621,30.434161,-89.063779
28,49,Hinds,Mississippi,227742,32.304046,-90.257
28,51,Holmes,Mississippi,17000,33.089593,-90.028731
28,53,Humphreys,Mississippi,7785,33.164116,-90.518897
28,55,Issaquena,Mississippi,1338,32.889296,-91.018573
28,57,Itawamba,Mississippi,23863,34.289689,-88.404342
28,59,Jackson,Mississippi,143252,30.443696,-88.66863
28,61,Jasper,Mississippi,16367,31.961091,-89.144805
28,63,Jefferson,Mississippi,7260,31.714009,-91.057536
28,65,Jefferson Davis,Mississippi,11321,31.575445,-89.816038
28,67,Jones,Mississippi,67246,31.667175,-89.167194
28,69,Kemper,Mississippi,8988,32.763776,-88.672958
28,71,Lafayette,Mississippi,55813,34.359415,-89.52675
28,73,Lamar,Mississippi,64222,31.273921,-89.439932
28,75,Lauderdale,Mississippi,72984,32.401267,-88.692876
28,77,Lawrence,Mississippi,12016,31.553787,-90.110558
28,79,Leake,Mississippi,21275,32.733654,-89.510973
28,81,Lee,Mississippi,83343,34.278226,-88.703819
28,83,Leflore,Mississippi,28339,33.513518,-90.203416
28,85,Lincoln,Mississippi,34907,31.54927,-90.457896
28,87,Lowndes,Mississippi,58879,33.520258,-88.389424
28,89,Madison,Mississippi,109145,32.509875,-90.104845
28,91,Marion,Mississippi,24441,31.245825,-89.830527
28,93,Marshall,Mississippi,33752,34.816554,-89.544076
28,95,Monroe,Mississippi,34180,33.926461,-88.499061
28,97,Montgomery,Mississippi,9822,33.496327,-89.682458
28,99,Neshoba,Mississippi,29087,32.755039,-89.120008
28,101,Newton,Mississippi,21291,32.415269,-89.129364
28,103,Noxubee,Mississippi,10285,33.13285,-88.549668
28,105,Oktibbeha,Mississippi,51788,33.448413,-88.825442
28,107,Panola,Mississippi,33208,34.345346,-89.934868
28,109,Pearl River,Mississippi,56145,30.640759,-89.631685
28,111,Perry,Mississippi,11511,31.262146,-88.992608
28,113,Pike,Mississippi,40324,31.219047,-90.435044
28,115,Pontotoc,Mississippi,31184,34.253564,-89.015136
28,117,Prentiss,Mississippi,25008,34.632609,-88.552077
28,119,Quitman,Mississippi,6176,34.267733,-90.26323
28,121,Rankin,Mississippi,157031,32.281333,-90.030487
28,123,Scott,Mississippi,27990,32.40164,-89.529579
28,125,Sharkey,Mississippi,3800,32.921684,-90.862626
28,127,Simpson,Mississippi,25949,31.915898,-89.855744
28,129,Smith,Mississippi,14209,31.970107,-89.504515
28,131,Stone,Mississippi,18333,30.806397,-89.135849
28,133,Sunflower,Mississippi,25971,33.593307,-90.584134
28,135,Tallahatchie,Mississippi,12715,33.984159,-90.182077
28,137,Tate,Mississippi,28064,34.644191,-89.948269
28,139,Tippah,Mississippi,21815,34.765765,-88.924324
28,141,Tishomingo,Mississippi,18850,34.730586,-88.228294
28,143,Tunica,Mississippi,9782,34.720692,-90.341396
28,145,Union,Mississippi,27777,34.483103,-89.010519
28,147,Walthall,Mississippi,13884,31.150842,-90.122962
28,149,Warren,Mississippi,44722,32.324815,-90.843777
28,151,Washington,Mississippi,44922,33.369011,-91.01078
28,153,Wayne,Mississippi,19779,31.650518,-88.662531
28,155,Webster,Mississippi,9926,33.582804,-89.220716
28,157,Wilkinson,Mississippi,8587,31.123212,-91.245215
28,159,Winston,Mississippi,17714,33.084971,-89.042025
28,161,Yalobusha,Mississippi,12481,34.081548,-89.694995
28,163,Yazoo,Mississippi,26743,32.829241,-90.38218
29,1,Adair,Missouri,25314,40.195278,-92.581512
29,3,Andrew,Missouri,18135,39.919858,-94.8166
29,5,Atchison,Missouri,5305,40.420914,-95.436109
29,7,Audrain,Missouri,24962,39.203899,-91.826614
29,9,Barry,Missouri,34534,36.737459,-93.865725
29,11,Barton,Missouri,11637,37.495949,-94.305362
29,13,Bates,Missouri,16042,38.280773,-94.362779
29,15,Benton,Missouri,19394,38.301006,-93.310017
29,17,Bollinger,Missouri,10567,37.340708,-89.999696
29,19,Boone,Missouri,183610,38.956712,-92.321624
29,21,Buchanan,Missouri,84793,39.750709,-94.819825
29,23,Butler,Missouri,42130,36.756985,-90.417972
29,25,Caldwell,Missouri,8815,39.663863,-93.998899
29,27,Callaway,Missouri,44283,38.797548,-91.997518
29,29,Camden,Missouri,42745,38.073064,-92.746042
29,31,Cape Girardeau,Missouri,81710,37.355235,-89.607695
29,33,Carroll,Missouri,8495,39.408302,-93.496539
29,35,Carter,Missouri,5202,36.947475,-90.885719
29,37,Cass,Missouri,107824,38.751052,-94.424307
29,39,Cedar,Missouri,14188,37.765491,-93.895266
29,41,Chariton,Missouri,7408,39.486142,-92.931479
29,43,Christian,Missouri,88842,37.027878,-93.264355
29,45,Clark,Missouri,6634,40.412112,-91.708614
29,47,Clay,Missouri,253335,39.252956,-94.497328
29,49,Clinton,Missouri,21184,39.602433,-94.367454
29,51,Cole,Missouri,77279,38.55255,-92.220619
29,53,Cooper,Missouri,17103,38.91006,-92.772757
29,55,Crawford,Missouri,23056,38.061879,-91.321648
29,57,Dade,Missouri,7569,37.415382,-93.824927
29,59,Dallas,Missouri,17071,37.643751,-93.066641
29,61,Daviess,Missouri,8430,39.938229,-93.980672
29,63,DeKalb,Missouri,11029,39.825582,-94.354573
29,65,Dent,Missouri,14421,37.631372,-91.545105
29,67,Douglas,Missouri,11578,36.940662,-92.603414
29,69,Dunklin,Missouri,28283,36.324914,-90.058119
29,71,Franklin,Missouri,104682,38.436356,-90.998977
29,73,Gasconade,Missouri,14794,38.446364,-91.490137
29,75,Gentry,Missouri,6162,40.203737,-94.432825
